Group,File Path,Size,Last Modified,Content Hash,Status
Group 60,C:\EGOS\docs\core_materials\templates\PDD_Template.md,5601,2025-05-21 00:40:22,6a533e61b98de9ddfe9828c87447e0e7,Canonical
Group 60,C:\EGOS\docs\templates\reference_templates\PDD_Template.md,6671,2025-05-21 11:09:13,5c19e8163b42ffc224d1b23925898b29,Duplicate
Group 61,C:\EGOS\docs\core_materials\templates\PDD_Template.yaml,2559,2025-05-21 15:08:50,8029efd9b4d8e299da9b8806251210fb,Duplicate
Group 61,C:\EGOS\docs\resources\data\PDD_Template.yaml,2692,2025-05-21 15:08:52,e9ab098d75ec8ae833837d7c09b66923,Canonical
Group 61,C:\EGOS\docs\templates\reference_templates\PDD_Template.yaml,2692,2025-05-21 15:08:52,e9ab098d75ec8ae833837d7c09b66923,Duplicate
Group 62,C:\EGOS\docs\core_materials\website\CONTENT_STRATEGY.md,6158,2025-05-21 15:08:50,434289ff59dde7ec2904762ce607fd4a,Canonical
Group 62,C:\EGOS\docs\technical\components\website_dev_archive\CONTENT_STRATEGY.md,7239,2025-05-21 15:08:52,57acd777d1a9bc3bbe4a383f19b970e1,Duplicate
Group 63,C:\EGOS\docs\core_materials\website\CURRENT_TASKS.md,2413,2025-05-21 15:08:50,81844bd6bf264e2d0a234353392d01e1,Duplicate
Group 63,C:\EGOS\docs\products\website\CURRENT_TASKS.md,2987,2025-05-21 11:09:01,f3c4382ff882fc2b91525706942c1542,Duplicate
Group 63,C:\EGOS\docs\technical\components\website_dev_archive\CURRENT_TASKS.md,3487,2025-05-21 15:08:52,2d869446209e4f6d5ade2bea092f3528,Duplicate
Group 63,C:\EGOS\docs\website\CURRENT_TASKS.md,2412,2025-05-21 15:08:52,0fc325b01e26fcc44b3e58662c67795a,Canonical
Group 64,C:\EGOS\docs\core_materials\website\DESIGN_GUIDE.md,7068,2025-05-21 15:08:50,d607890a7a2dfd49f7c83efc624f632c,Duplicate
Group 64,C:\EGOS\docs\products\website\DESIGN_GUIDE.md,8419,2025-05-21 11:09:01,b5799b5d9dc2a71842fc8ad469c0e2cb,Duplicate
Group 64,C:\EGOS\docs\technical\components\website_dev_archive\DESIGN_GUIDE.md,8139,2025-05-21 15:08:52,9de45c97e0ea78f6284c372982fefba7,Duplicate
Group 64,C:\EGOS\docs\website\DESIGN_GUIDE.md,7069,2025-05-21 15:08:52,1794e3810650437bc4784ee265d08da9,Canonical
Group 65,C:\EGOS\docs\core_materials\website\DEVELOPMENT_PLAN.md,12642,2025-05-21 15:08:50,60df761cf53bfd16a8bf8b8c515e1587,Duplicate
Group 65,C:\EGOS\docs\products\website\DEVELOPMENT_PLAN.md,7125,2025-05-21 11:09:01,3a78a03aad820b017748588a062ccd07,Duplicate
Group 65,C:\EGOS\docs\technical\components\website_dev_archive\DEVELOPMENT_PLAN.md,13731,2025-05-21 15:08:52,20e713aa16656c4743575c12c857cb1f,Duplicate
Group 65,C:\EGOS\docs\website\DEVELOPMENT_PLAN.md,9067,2025-05-21 15:08:52,83e6ac10fa0246065caa97bcfc678b74,Canonical
Group 66,C:\EGOS\docs\core_materials\website\USER_RESEARCH_PLAN.md,2218,2025-05-21 00:40:22,53b5313d96ee8be213ab5104939cf67b,Duplicate
Group 66,C:\EGOS\docs\products\website\USER_RESEARCH_PLAN.md,2954,2025-05-21 11:09:01,23fc13684dc286c3a7d66fc71a05f3eb,Duplicate
Group 66,C:\EGOS\docs\technical\components\website_dev_archive\USER_RESEARCH_PLAN.md,3395,2025-05-21 11:09:02,2c619e43a5c8929c5d7b1460f80c6d3e,Duplicate
Group 66,C:\EGOS\docs\website\USER_RESEARCH_PLAN.md,2295,2025-05-21 00:18:52,fc2809882724245eab5f107fa74abef3,Canonical
Group 67,C:\EGOS\docs\core_materials\website\WEBSITE_DESIGN.md,1869,2025-05-21 00:40:22,65aede3fc58fc14d0cd8552c916dfe32,Duplicate
Group 67,C:\EGOS\docs\products\website\WEBSITE_DESIGN.md,2946,2025-05-21 11:09:01,98cc6b4d66b58a5776a33f955e03c11d,Duplicate
Group 67,C:\EGOS\docs\website\WEBSITE_DESIGN.md,1935,2025-05-21 00:18:52,51d75a240f0bed681bd911bb7266440d,Canonical
Group 68,C:\EGOS\docs\core_materials\windows_powershell_commands.md,2386,2025-05-21 00:40:22,ca7a1de9d8f5e9dd99f7a7f68e3a849c,Duplicate
Group 68,C:\EGOS\docs\guides\windows_powershell_commands.md,3541,2025-05-21 11:09:01,a4c3b1c7f9465d91aacc399cc506555a,Canonical
Group 69,C:\EGOS\docs\css\base\_variables.css,1394,2025-05-21 00:18:51,9273fef4be6442f4d6348e9a57c4591c,Duplicate
Group 69,C:\EGOS\docs\css\_variables.css,1407,2025-05-21 00:18:51,ffb8d31573b6383c8b69abe320a01412,Canonical
Group 70,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\.gitignore,43,2025-05-21 00:18:52,329388cea7cd249fcb05ec836e8551a7,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\.gitignore,3139,2025-05-21 00:18:52,e5e81fdb76c0774efca175557ac121e5,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Canonical
Group 70,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\.gitignore,3139,2025-05-21 00:18:52,e5e81fdb76c0774efca175557ac121e5,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\.gitignore,3139,2025-05-21 00:18:52,e5e81fdb76c0774efca175557ac121e5,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\.gitignore,17,2025-05-21 00:18:52,33990ac78d5b995059f8c779ee926a51,Duplicate
Group 70,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\.gitignore,17,2025-05-21 00:18:52,33990ac78d5b995059f8c779ee926a51,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\pyproject.toml,746,2025-05-21 00:18:52,ba0010f1ac757dbb3901c392a832583d,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\pyproject.toml,664,2025-05-21 00:18:52,d06a6c11a5611785eb1b928eb6c14d05,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\pyproject.toml,542,2025-05-21 00:18:52,9c3c23e8234f0e28e15e90e8128cc193,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\pyproject.toml,536,2025-05-21 00:18:52,f5073a0ac9b9a55e7f852c62c976a404,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\pyproject.toml,598,2025-05-21 00:18:52,00c0c9b7391b18ad33c05f6e8072f2fd,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\pyproject.toml,616,2025-05-21 00:18:52,3f0dba2bcb186858c8c003bf576279a0,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\pyproject.toml,646,2025-05-21 00:18:52,601bcf411da848e284a2632add724b49,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\pyproject.toml,552,2025-05-21 00:18:52,6a10e7dcf8b5818713266222f4972998,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\pyproject.toml,614,2025-05-21 00:18:52,42e73d39578194dbeeb7bf39cf92cd41,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\pyproject.toml,521,2025-05-21 00:18:52,e4f1c1249d16eba9cd3cbcb45e4f6e46,Canonical
Group 71,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\pyproject.toml,702,2025-05-21 00:18:52,d75e165fff953f91376640815c136e57,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\pyproject.toml,671,2025-05-21 00:18:52,298e0e2af0b67c7863e42d6bb9d523f2,Duplicate
Group 71,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\pyproject.toml,608,2025-05-21 00:18:52,6a9b7c97884247e85e782ba4c82c4641,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\config\agents.yaml,1941,2025-05-21 00:18:52,79931acf595a4d4cb3f9552831ed0e58,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\src\contract_analysis\config\agents.yaml,1662,2025-05-21 00:18:52,ced0b153e74b2e543eff08357b98ce50,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\config\agents.yaml,1783,2025-05-21 00:18:52,7ea1f13b1b1545e33aca37526026e84b,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\config\agents.yaml,1539,2025-05-21 00:18:52,edb7d6c88e587d7114f5d1eb954baa6e,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\config\agents.yaml,1167,2025-05-21 00:18:52,8044615172aedbd0eb88f408d034541c,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\config\agents.yaml,1539,2025-05-21 00:18:52,da20fa0f78340f771c1d4a141fa05905,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\config\agents.yaml,1474,2025-05-21 00:18:52,231a956b7614fa27297de5721625d179,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\config\agents.yaml,1429,2025-05-21 00:18:52,4501170d81c4a599828cd4fd4ae3887b,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\config\agents.yaml,1592,2025-05-21 00:18:52,f729bf5d279e5179ec18408359e29c8b,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\config\agents.yaml,1250,2025-05-21 00:18:52,39b110841887d1c914d0a90cd7190d8d,Canonical
Group 72,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\config\agents.yaml,1598,2025-05-21 00:18:52,30fbc1d37ddff2357d0e186dc02bcb45,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\src\zendesk_categorize_and_analyze\config\agents.yaml,692,2025-05-21 00:18:52,87f363aa94baec1b35a5bf07fa5c2634,Duplicate
Group 72,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\src\zendesk_ticket_analysis\config\agents.yaml,630,2025-05-21 00:18:52,1ceed5bcb226c246b84b3d56f15c5bfe,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\config\tasks.yaml,1278,2025-05-21 00:18:52,0dbad15b15dd0c1f20850b46b511edfa,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\src\contract_analysis\config\tasks.yaml,1871,2025-05-21 00:18:52,5f6077461bf306106d7c753c6315af0c,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\config\tasks.yaml,2582,2025-05-21 00:18:52,c64187a2d5d79d415c9a01592452574c,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\config\tasks.yaml,2454,2025-05-21 00:18:52,5cdaa7fd86d2527f0bb7285872eb1960,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\config\tasks.yaml,1992,2025-05-21 00:18:52,5ae880d37811799512480f1c4ca92bf0,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\config\tasks.yaml,3193,2025-05-21 00:18:52,5c2d76616df537cb02c4fb7c251b5ff8,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\config\tasks.yaml,1857,2025-05-21 00:18:52,f7c6cfe19681daaa195771d9f20b1922,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\config\tasks.yaml,2815,2025-05-21 00:18:52,cf6f8ad56bb43c18289bff1644aec453,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\config\tasks.yaml,2261,2025-05-21 00:18:52,e008ad2f05c3e7fb91dd244ff8c0b7a0,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\config\tasks.yaml,2487,2025-05-21 00:18:52,d5028ae8cf3530338074b641d0be5764,Canonical
Group 73,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\config\tasks.yaml,2425,2025-05-21 00:18:52,0c252522a0fe2ae30dc1dcc403598989,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\src\zendesk_categorize_and_analyze\config\tasks.yaml,1075,2025-05-21 00:18:52,21401232dd597939a7b496fdac103aa7,Duplicate
Group 73,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\src\zendesk_ticket_analysis\config\tasks.yaml,1284,2025-05-21 00:18:52,da818b121ef2ee86bfc785e429edb688,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\crew.py,1533,2025-05-21 00:40:24,9660e97fbf97524670420387a441fb81,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\src\contract_analysis\crew.py,2702,2025-05-21 00:18:52,4087ccb688c99e63aabccd122300c166,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\crew.py,2485,2025-05-21 00:40:24,e6ad20ca9d983c4f912b7823810a6dd4,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\crew.py,2731,2025-05-21 00:18:52,4cb5e424f63d3128fb6116ef834079d3,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\crew.py,2038,2025-05-21 00:40:24,ed50511d985a51e85b854f4528c35f12,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\crew.py,2356,2025-05-21 00:18:52,245a10c17f68d5ef98f993e3addfc357,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\crew.py,2219,2025-05-21 00:40:24,4a7a3cedd39802e1a3b78c216d21f007,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\crew.py,2322,2025-05-21 00:18:52,0add68de56a98ac5657887e988f85a6e,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\crew.py,2542,2025-05-21 00:40:24,584df819f4b10b561d0e1cae29c71419,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\crew.py,2033,2025-05-21 00:18:52,aedaa864308228f182130602b695df81,Canonical
Group 74,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\crew.py,2596,2025-05-21 00:40:24,c4915ea43bfdc30f633976f4b1e0fc1f,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\src\zendesk_categorize_and_analyze\crew.py,1708,2025-05-21 00:18:52,5a0f8258749c04e4409447595de5c27d,Duplicate
Group 74,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\src\zendesk_ticket_analysis\crew.py,1653,2025-05-21 00:18:52,2a89497e60921b128431ed37cd9daf01,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\main.py,1396,2025-05-21 00:40:24,27b3271c69de50dc603d2e883e1decfc,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\src\contract_analysis\main.py,1807,2025-05-21 00:40:24,c2aaec5985d458292f7aa30ad9f1b40c,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\main.py,2043,2025-05-21 00:40:24,a8cdc5c127369d9fb127e0bce522646a,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\main.py,1547,2025-05-21 00:40:24,233ffe060a8eafa8bff9eed68769f5af,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\main.py,1712,2025-05-21 00:40:24,7453beb82b82c0ccc8f5a09ad05f137a,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\main.py,2023,2025-05-21 00:40:24,9ab1812b850b77ae06379c3a718e5597,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\main.py,1706,2025-05-21 00:40:24,970f7310ffbc9ac11f531311230b144f,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\main.py,1749,2025-05-21 00:40:24,86d90e2ff57544c13dffd0caa5739e05,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\main.py,1521,2025-05-21 00:40:24,03b47d7eb8bc3d7d56bcb9f618eb8ce9,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\main.py,1974,2025-05-21 00:40:24,7c8f3ff7e563f6119a2375e20276f830,Canonical
Group 75,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\main.py,1596,2025-05-21 00:40:24,6da8def5c84dfb612b4400d97e75beeb,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\src\zendesk_categorize_and_analyze\main.py,1315,2025-05-21 00:40:24,2fd54d32b30920f02756973a922b3131,Duplicate
Group 75,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\src\zendesk_ticket_analysis\main.py,1429,2025-05-21 00:40:24,90bf3061ba55412202ba6a52a385ad35,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 76,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Canonical
Group 76,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\src\contract_analysis\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\contract-analysis-template\crewAI-enterprise-contract-analysis-template-main\src\contract_analysis\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
